Level: State and Local,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit:Total (thousands), Nominal,,,,,,,,,,,,,,,,,,,,,,,,,,
State,Year,(R05) Total Taxes,(R06) Property Tax (T01),(R07) NonProperty Taxes,(R08) Tot Sales & Gr Rec Tax,(R09) Total Gen Sales Tax (T09),(R10) Total Select Sales Tax,(R11) Alcoholic Beverage Tax (T10),(R12) Amusement Tax (T11),(R13) Insurance Premium Tax (T12),(R14) Motor Fuels Tax (T13),(R15) Parimutuels Tax (T14),(R16) Public Utility Tax (T15),(R17) Tobacco Tax (T16),(R18) Other Select Sales Tax (T19),(R19) Total License Taxes,(R20) Alcoholic Beverage Lic (T20),(R21) Corporation License (T22),(R22) Motor Veh & Oper Lic,(R23) Motor Vehicle License (T24),(R24) Motor Veh Oper License (T25),(R25) Other License Taxes,(R26) Total Income Taxes,(R27) Individual Income Tax (T40),(R28) Corp Net Income Tax (T41),(R29) Death and Gift Tax (T50),(R30) Taxes NEC
South Dakota,2015,"$3,269,129 ","$1,164,503 ","$2,104,626 ","$1,765,209 ","$1,332,169 ","$433,040 ","$16,712 ","$9,248 ","$83,022 ","$148,170 ",$397 ,"$13,341 ","$61,004 ","$101,146 ","$320,306 ","$2,006 ","$5,228 ","$98,236 ","$94,538 ","$3,698 ","$214,836 ","$4,334 ",$0 ,"$4,334 ",$0 ,"$14,777 "
South Dakota,2016,"$3,492,953 ","$1,193,960 ","$2,298,993 ","$1,937,434 ","$1,443,742 ","$493,692 ","$17,884 ","$9,355 ","$66,496 ","$189,366 ",$375 ,"$12,048 ","$70,782 ","$127,386 ","$313,042 ","$2,251 ","$5,049 ","$111,900 ","$106,490 ","$5,410 ","$193,842 ","$33,736 ",$0 ,"$33,736 ",$0 ,"$14,781 "
South Dakota,2017,"$3,720,324 ","$1,415,251 ","$2,305,073 ","$1,922,533 ","$1,438,749 ","$483,784 ","$17,095 ","$8,881 ","$66,496 ","$189,194 ",$609 ,"$13,098 ","$61,809 ","$126,602 ","$326,493 ","$6,112 ","$5,049 ","$121,269 ","$115,859 ","$5,410 ","$194,063 ","$30,728 ",$0 ,"$30,728 ",$0 ,"$25,319 "
Tennessee,1994,"$9,103,072 ","$2,071,774 ","$7,031,298 ","$5,619,063 ","$4,014,032 ","$1,605,031 ","$145,257 ",$0 ,"$171,340 ","$684,479 ",$0 ,"$30,868 ","$81,448 ","$491,639 ","$632,519 ","$1,677 ","$249,682 ","$282,986 ","$247,022 ","$35,964 ","$98,174 ","$521,084 ","$99,124 ","$421,960 ","$44,483 ","$214,149 "
Tennessee,1995,"$9,410,126 ","$2,142,187 ","$7,267,939 ","$5,731,603 ","$4,333,994 ","$1,397,609 ","$151,559 ",$0 ,"$209,662 ","$720,502 ",$0 ,"$33,031 ","$85,814 ","$197,041 ","$677,193 ","$1,634 ","$278,658 ","$307,706 ","$269,268 ","$38,438 ","$89,195 ","$594,600 ","$101,528 ","$493,072 ","$44,482 ","$220,061 "
Tennessee,1996,"$9,992,441 ","$2,265,595 ","$7,726,846 ","$6,075,368 ","$4,647,278 ","$1,428,090 ","$157,341 ",$0 ,"$221,805 ","$715,111 ",$0 ,"$34,624 ","$83,898 ","$215,311 ","$682,384 ","$1,642 ","$272,582 ","$313,241 ","$275,589 ","$37,652 ","$94,919 ","$648,315 ","$114,453 ","$533,862 ","$69,626 ","$251,153 "
Tennessee,1997,"$10,625,887 ","$2,333,412 ","$8,292,475 ","$6,511,943 ","$5,028,398 ","$1,483,545 ","$158,552 ",$0 ,"$244,000 ","$723,413 ",$0 ,"$41,800 ","$85,909 ","$229,871 ","$812,464 ","$1,967 ","$400,840 ","$312,292 ","$275,746 ","$36,546 ","$97,365 ","$607,849 ","$128,189 ","$479,660 ","$60,558 ","$299,661 "
Tennessee,1998,"$11,292,136 ","$2,537,968 ","$8,754,168 ","$6,826,207 ","$5,284,874 ","$1,541,333 ","$157,281 ",$0 ,"$258,159 ","$752,233 ",$0 ,"$43,127 ","$86,656 ","$243,877 ","$733,941 ","$2,045 ","$310,507 ","$319,826 ","$287,193 ","$32,633 ","$101,563 ","$768,254 ","$160,836 ","$607,418 ","$113,119 ","$312,647 "
Tennessee,1999,"$11,748,362 ","$2,684,026 ","$9,064,336 ","$7,126,825 ","$5,543,108 ","$1,583,717 ","$165,515 ",$0 ,"$257,222 ","$769,912 ",$0 ,"$53,152 ","$84,947 ","$252,969 ","$773,748 ","$2,434 ","$323,377 ","$334,066 ","$297,345 ","$36,721 ","$113,871 ","$731,608 ","$160,180 ","$571,428 ","$89,127 ","$343,028 "
Tennessee,2000,"$12,431,196 ","$2,887,113 ","$9,544,083 ","$7,316,284 ","$5,701,043 ","$1,615,241 ","$169,431 ",$0 ,"$286,584 ","$788,174 ",$0 ,"$49,330 ","$82,786 ","$238,936 ","$992,692 ","$1,956 ","$494,089 ","$368,418 ","$329,743 ","$38,675 ","$128,229 ","$794,202 ","$180,278 ","$613,924 ","$92,449 ","$348,456 "
Tennessee,2002,"$12,973,768 ","$3,453,047 ","$9,520,721 ","$7,460,508 ","$5,841,589 ","$1,618,919 ","$177,433 ",$0 ,"$282,623 ","$814,468 ",$0 ,"$55,119 ","$83,631 ","$205,645 ","$941,434 ","$2,591 ","$420,768 ","$382,037 ","$341,980 ","$40,057 ","$136,038 ","$649,270 ","$146,293 ","$502,977 ","$100,045 ","$369,464 "
Tennessee,2004,"$15,043,033 ","$3,587,712 ","$11,455,321 ","$8,940,431 ","$7,172,697 ","$1,767,734 ","$193,942 ",$0 ,"$351,111 ","$832,168 ",$0 ,"$57,052 ","$119,538 ","$213,923 ","$1,161,685 ","$2,444 ","$506,776 ","$412,894 ","$371,157 ","$41,737 ","$239,571 ","$834,789 ","$139,991 ","$694,798 ","$96,534 ","$421,882 "
Tennessee,2005,"$15,993,302 ","$3,894,539 ","$12,098,763 ","$9,381,111 ","$7,569,457 ","$1,811,654 ","$205,246 ","$1,900 ","$360,638 ","$844,249 ",$0 ,"$46,614 ","$121,268 ","$231,739 ","$1,357,631 ","$2,047 ","$516,956 ","$429,401 ","$386,731 ","$42,670 ","$409,227 ","$960,934 ","$155,333 ","$805,601 ","$85,597 ","$313,490 "
Tennessee,2006,"$17,253,356 ","$4,128,756 ","$13,124,600 ","$10,093,787 ","$8,205,677 ","$1,888,110 ","$223,991 ","$1,917 ","$379,888 ","$848,348 ",$0 ,"$57,586 ","$124,923 ","$251,457 ","$1,541,222 ","$12,733 ","$584,386 ","$460,675 ","$418,006 ","$42,669 ","$483,428 ","$1,121,113 ","$192,764 ","$928,349 ","$72,959 ","$295,519 "
Tennessee,2007,"$18,686,760 ","$4,532,735 ","$14,154,025 ","$10,702,443 ","$8,714,103 ","$1,988,340 ","$243,008 ","$6,302 ","$374,502 ","$859,743 ",$0 ,"$90,442 ","$135,802 ","$278,541 ","$1,640,546 ","$21,597 ","$635,432 ","$459,711 ","$414,900 ","$44,811 ","$523,806 ","$1,369,567 ","$249,145 ","$1,120,422 ","$111,191 ","$330,278 "
Tennessee,2008,"$18,945,466 ","$4,684,111 ","$14,261,355 ","$10,935,018 ","$8,746,779 ","$2,188,239 ","$256,226 ","$5,713 ","$401,997 ","$872,892 ",$0 ,"$98,109 ","$272,433 ","$280,869 ","$1,648,083 ","$14,311 ","$645,336 ","$457,195 ","$413,317 ","$43,878 ","$531,241 ","$1,296,866 ","$290,986 ","$1,005,880 ","$103,464 ","$277,924 "
Tennessee,2009,"$18,066,830 ","$4,913,418 ","$13,153,412 ","$10,366,958 ","$8,294,509 ","$2,072,449 ","$271,549 ","$4,728 ","$299,006 ","$815,611 ",$0 ,"$94,393 ","$301,219 ","$285,943 ","$1,470,735 ","$4,662 ","$525,260 ","$446,800 ","$403,709 ","$43,091 ","$494,013 ","$1,037,946 ","$221,685 ","$816,261 ","$91,490 ","$186,283 "
Tennessee,2010,"$18,301,912 ","$5,079,525 ","$13,222,387 ","$10,383,012 ","$8,066,728 ","$2,316,284 ","$262,380 ","$4,684 ","$555,163 ","$824,795 ",$0 ,"$97,178 ","$290,438 ","$281,646 ","$1,510,725 ","$4,378 ","$552,091 ","$447,100 ","$401,942 ","$45,158 ","$507,156 ","$1,074,076 ","$172,459 ","$901,617 ","$81,091 ","$173,483 "
Tennessee,2011,"$19,160,639 ","$5,152,485 ","$14,008,154 ","$11,001,548 ","$8,184,338 ","$2,817,210 ","$269,096 ","$4,972 ","$666,932 ","$845,393 ",$0 ,"$97,951 ","$290,747 ","$642,119 ","$1,464,414 ","$4,670 ","$451,866 ","$464,572 ","$419,183 ","$45,389 ","$543,306 ","$1,258,091 ","$189,518 ","$1,068,573 ","$113,351 ","$170,750 "
Tennessee,2012,"$19,278,343 ","$5,146,685 ","$14,131,658 ","$10,759,325 ","$7,854,668 ","$2,904,657 ","$288,235 ","$4,584 ","$639,222 ","$837,787 ",$0 ,"$105,183 ","$279,017 ","$750,629 ","$1,755,866 ","$5,615 ","$736,743 ","$472,743 ","$426,215 ","$46,528 ","$540,765 ","$1,297,634 ","$182,251 ","$1,115,383 ","$149,344 ","$169,489 "
Tennessee,2013,"$20,074,634 ","$5,430,890 ","$14,643,744 ","$11,034,003 ","$8,046,080 ","$2,987,923 ","$317,093 ","$4,908 ","$686,280 ","$834,999 ",$0 ,"$110,167 ","$274,471 ","$760,005 ","$1,781,067 ","$5,081 ","$758,051 ","$485,710 ","$438,731 ","$46,979 ","$532,225 ","$1,519,015 ","$262,842 ","$1,256,173 ","$114,191 ","$195,468 "
Tennessee,2014,"$20,199,281 ","$5,492,136 ","$14,707,145 ","$11,309,621 ","$8,226,046 ","$3,083,575 ","$330,730 ","$10,456 ","$749,470 ","$845,395 ",$0 ,"$113,270 ","$261,101 ","$773,153 ","$1,674,734 ","$4,239 ","$676,478 ","$488,854 ","$441,660 ","$47,194 ","$505,163 ","$1,416,190 ","$239,219 ","$1,176,971 ","$107,341 ","$199,259 "
Tennessee,2015,"$21,446,186 ","$5,693,601 ","$15,752,585 ","$11,909,929 ","$8,698,001 ","$3,211,928 ","$357,054 ","$10,949 ","$809,567 ","$857,605 ",$0 ,"$121,216 ","$263,566 ","$791,971 ","$1,833,129 ","$4,540 ","$790,557 ","$498,598 ","$450,792 ","$47,806 ","$539,434 ","$1,703,169 ","$302,196 ","$1,400,973 ","$84,211 ","$222,147 "
Tennessee,2016,"$21,963,292 ","$5,546,728 ","$16,416,564 ","$12,381,481 ","$9,077,747 ","$3,303,734 ","$383,462 ","$12,036 ","$885,037 ","$897,608 ",$0 ,"$124,179 ","$263,739 ","$737,673 ","$1,859,213 ","$4,931 ","$773,374 ","$531,818 ","$475,737 ","$56,081 ","$549,090 ","$1,862,601 ","$323,952 ","$1,538,649 ","$62,471 ","$250,798 "
Tennessee,2017,"$22,872,943 ","$5,880,901 ","$16,992,042 ","$12,765,573 ","$9,368,860 ","$3,396,713 ","$407,448 ","$13,105 ","$912,324 ","$915,858 ",$0 ,"$125,708 ","$256,762 ","$765,508 ","$1,970,788 ","$5,583 ","$871,205 ","$542,627 ","$481,339 ","$61,288 ","$551,373 ","$1,976,200 ","$249,977 ","$1,726,223 ","$14,904 ","$264,577 "
Texas,1994,"$37,248,051 ","$13,881,952 ","$23,366,099 ","$18,728,680 ","$12,067,542 ","$6,661,138 ","$400,866 ","$7,034 ","$754,674 ","$2,171,409 ","$13,725 ","$786,274 ","$573,515 ","$1,953,641 ","$2,742,275 ","$25,705 ","$1,228,233 ","$1,030,323 ","$961,105 ","$69,218 ","$458,014 ",$0 ,$0 ,$0 ,"$152,354 ","$1,742,790 "
Texas,1995,"$38,689,635 ","$14,187,741 ","$24,501,894 ","$19,454,361 ","$12,501,502 ","$6,952,859 ","$406,879 ","$21,462 ","$633,457 ","$2,236,821 ","$13,182 ","$822,358 ","$639,098 ","$2,179,602 ","$3,013,322 ","$24,249 ","$1,479,480 ","$1,036,925 ","$967,129 ","$69,796 ","$472,668 ",$0 ,$0 ,$0 ,"$171,606 ","$1,862,605 "
Texas,1996,"$40,704,628 ","$15,247,508 ","$25,457,120 ","$20,642,251 ","$13,151,660 ","$7,490,591 ","$418,898 ","$25,067 ","$589,809 ","$2,322,714 ","$11,767 ","$947,013 ","$566,920 ","$2,608,403 ","$3,349,087 ","$24,499 ","$1,667,996 ","$1,071,897 ","$988,998 ","$82,899 ","$584,695 ",$0 ,$0 ,$0 ,"$160,143 ","$1,305,639 "
Texas,1997,"$43,566,765 ","$16,353,862 ","$27,212,903 ","$21,794,361 ","$13,890,986 ","$7,903,375 ","$433,212 ","$23,506 ","$672,674 ","$2,383,098 ","$13,510 ","$974,609 ","$655,222 ","$2,747,544 ","$3,510,780 ","$24,110 ","$1,830,595 ","$1,114,743 ","$1,030,847 ","$83,896 ","$541,332 ",$0 ,$0 ,$0 ,"$207,486 ","$1,700,276 "
Texas,1998,"$46,315,327 ","$17,333,379 ","$28,981,948 ","$23,550,858 ","$15,196,994 ","$8,353,864 ","$456,035 ","$23,083 ","$696,783 ","$2,506,088 ","$15,476 ","$1,082,659 ","$561,386 ","$3,012,354 ","$3,776,929 ","$28,134 ","$2,004,796 ","$1,168,596 ","$1,081,591 ","$87,005 ","$575,403 ",$0 ,$0 ,$0 ,"$326,923 ","$1,327,238 "
Texas,1999,"$49,231,585 ","$18,804,963 ","$30,426,622 ","$25,023,074 ","$16,096,649 ","$8,926,425 ","$483,172 ","$22,963 ","$751,165 ","$2,592,316 ","$13,340 ","$1,174,810 ","$624,073 ","$3,264,586 ","$3,965,380 ","$29,316 ","$2,127,756 ","$1,235,510 ","$1,136,962 ","$98,548 ","$572,798 ",$0 ,$0 ,$0 ,"$256,277 ","$1,181,891 "
Texas,2000,"$52,226,535 ","$19,817,072 ","$32,409,463 ","$26,578,904 ","$17,348,954 ","$9,229,950 ","$514,804 ","$22,602 ","$739,259 ","$2,688,869 ","$11,556 ","$1,236,816 ","$532,181 ","$3,483,863 ","$4,087,961 ","$30,417 ","$2,098,910 ","$1,318,373 ","$1,200,477 ","$117,896 ","$640,261 ",$0 ,$0 ,$0 ,"$278,486 ","$1,464,112 "
Texas,2002,"$58,980,508 ","$24,520,989 ","$34,459,519 ","$28,639,281 ","$18,321,523 ","$10,317,758 ","$564,493 ","$21,218 ","$972,325 ","$2,835,329 ","$12,739 ","$1,616,469 ","$540,147 ","$3,755,038 ","$4,084,227 ","$32,268 ","$1,991,450 ","$1,406,804 ","$1,291,826 ","$114,978 ","$653,705 ",$29 ,$29 ,$0 ,"$332,575 ","$1,403,407 "
Texas,2004,"$64,700,088 ","$28,176,329 ","$36,523,759 ","$29,617,414 ","$19,136,773 ","$10,480,641 ","$608,824 ","$23,086 ","$1,130,499 ","$2,918,939 ","$11,793 ","$1,706,869 ","$534,577 ","$3,546,054 ","$4,393,917 ","$38,515 ","$1,896,287 ","$1,639,462 ","$1,543,263 ","$96,199 ","$819,653 ",$0 ,$0 ,$0 ,"$151,131 ","$2,361,297 "
Texas,2005,"$69,153,180 ","$30,289,045 ","$38,864,135 ","$31,116,607 ","$20,248,178 ","$10,868,429 ","$641,892 ","$27,029 ","$1,167,899 ","$2,935,741 ","$11,603 ","$1,781,796 ","$599,368 ","$3,703,101 ","$5,085,916 ","$34,599 ","$2,233,551 ","$1,703,729 ","$1,591,265 ","$112,464 ","$1,114,037 ",$1 ,$0 ,$1 ,"$101,674 ","$2,559,937 "
Texas,2006,"$75,606,156 ","$32,426,070 ","$43,180,086 ","$34,047,423 ","$22,491,738 ","$11,555,685 ","$689,408 ","$29,120 ","$1,233,494 ","$2,993,671 ","$11,018 ","$1,978,464 ","$545,904 ","$4,074,606 ","$5,758,692 ","$54,408 ","$2,605,447 ","$1,791,634 ","$1,674,897 ","$116,737 ","$1,307,203 ",$0 ,$0 ,$0 ,"$13,360 ","$3,360,611 "
Texas,2007,"$81,990,892 ","$34,150,646 ","$47,840,246 ","$38,340,668 ","$25,316,602 ","$13,024,066 ","$735,650 ","$32,517 ","$1,292,460 ","$3,075,308 ","$10,959 ","$2,100,221 ","$1,330,589 ","$4,446,362 ","$6,619,113 ","$58,180 ","$3,215,219 ","$1,867,622 ","$1,750,693 ","$116,929 ","$1,478,092 ",$0 ,$0 ,$0 ,"$4,594 ","$2,875,871 "
Texas,2008,"$87,194,216 ","$33,503,636 ","$53,690,580 ","$41,503,586 ","$27,039,690 ","$14,463,896 ","$784,069 ","$43,423 ","$1,452,882 ","$3,103,170 ","$11,949 ","$2,119,718 ","$1,446,895 ","$5,501,790 ","$7,936,342 ","$59,895 ","$4,474,458 ","$1,909,474 ","$1,792,542 ","$116,932 ","$1,492,515 ",$0 ,$0 ,$0 ,"$5,580 ","$4,245,072 "
Texas,2009,"$88,009,010 ","$37,945,079 ","$50,063,931 ","$40,050,395 ","$26,651,847 ","$13,398,548 ","$797,014 ","$42,895 ","$1,253,788 ","$3,034,395 ","$10,602 ","$2,042,683 ","$1,556,793 ","$4,660,378 ","$7,621,314 ","$76,857 ","$4,274,345 ","$1,910,697 ","$1,806,790 ","$103,907 ","$1,359,415 ",$0 ,$0 ,$0 ,"$2,004 ","$2,390,218 "
Texas,2010,"$87,360,182 ","$39,722,037 ","$47,638,145 ","$38,554,632 ","$25,379,887 ","$13,174,745 ","$812,904 ","$43,341 ","$1,301,104 ","$3,053,538 ","$10,245 ","$1,837,977 ","$1,465,111 ","$4,650,525 ","$7,157,882 ","$79,103 ","$3,827,891 ","$1,958,990 ","$1,856,434 ","$102,556 ","$1,291,898 ",$0 ,$0 ,$0 ,$81 ,"$1,925,550 "
Texas,2011,"$91,311,914 ","$40,011,473 ","$51,300,441 ","$41,144,957 ","$27,370,007 ","$13,774,950 ","$871,147 ","$44,517 ","$1,350,468 ","$3,108,416 ","$7,744 ","$1,828,790 ","$1,501,797 ","$5,062,071 ","$7,384,320 ","$66,151 ","$3,961,522 ","$2,053,717 ","$1,924,964 ","$128,753 ","$1,302,930 ",$0 ,$0 ,$0 ,$0 ,"$2,771,164 "
Texas,2012,"$97,115,777 ","$40,312,577 ","$56,803,200 ","$48,908,790 ","$35,048,923 ","$13,859,867 ","$941,461 ","$37,521 ","$1,442,640 ","$3,178,419 ","$7,142 ","$1,992,937 ","$1,463,793 ","$4,795,954 ","$4,004,859 ","$75,869 ","$105,653 ","$2,411,813 ","$2,280,975 ","$130,838 ","$1,411,524 ",$0 ,$0 ,$0 ,$0 ,"$3,889,551 "
Texas,2013,"$103,017,929 ","$41,871,313 ","$61,146,616 ","$52,133,633 ","$37,472,993 ","$14,660,640 ","$987,726 ","$38,296 ","$1,717,242 ","$3,228,459 ","$7,166 ","$1,972,262 ","$1,533,170 ","$5,176,319 ","$4,176,394 ","$71,087 ","$116,939 ","$2,520,389 ","$2,386,569 ","$133,820 ","$1,467,979 ",$0 ,$0 ,$0 ,$0 ,"$4,836,589 "
Texas,2014,"$109,078,375 ","$44,108,869 ","$64,969,506 ","$54,521,993 ","$39,219,678 ","$15,302,315 ","$1,068,051 ","$38,888 ","$1,886,289 ","$3,325,916 ","$7,357 ","$1,891,267 ","$1,446,144 ","$5,638,403 ","$4,398,088 ","$79,969 ","$124,996 ","$2,654,157 ","$2,514,820 ","$139,337 ","$1,538,966 ",$0 ,$0 ,$0 ,$0 ,"$6,049,425 "
Texas,2015,"$113,315,727 ","$47,683,753 ","$65,631,974 ","$57,209,828 ","$41,075,616 ","$16,134,212 ","$1,147,565 ","$41,131 ","$1,986,919 ","$3,462,288 ","$7,114 ","$1,952,340 ","$1,491,765 ","$6,045,090 ","$4,375,841 ","$78,037 ","$129,394 ","$2,587,450 ","$2,449,805 ","$137,645 ","$1,580,960 ",$0 ,$0 ,$0 ,$0 ,"$4,046,305 "
Texas,2016,"$113,466,958 ","$50,417,912 ","$63,049,046 ","$56,222,463 ","$39,783,632 ","$16,438,831 ","$1,191,961 ","$40,163 ","$2,171,362 ","$3,500,210 ","$6,954 ","$1,923,611 ","$1,479,863 ","$6,124,707 ","$4,436,441 ","$84,690 ","$137,109 ","$2,694,453 ","$2,557,081 ","$137,372 ","$1,520,189 ",$0 ,$0 ,$0 ,$0 ,"$2,390,142 "
Texas,2017,"$117,851,746 ","$53,017,470 ","$64,834,276 ","$57,021,192 ","$40,392,999 ","$16,628,193 ","$1,228,641 ","$40,790 ","$2,325,941 ","$3,585,179 ","$6,323 ","$1,901,268 ","$1,467,486 ","$6,072,565 ","$4,490,454 ","$79,614 ","$140,776 ","$2,734,610 ","$2,593,747 ","$140,863 ","$1,535,454 ",$0 ,$0 ,$0 ,$0 ,"$3,322,630 "
Utah,1994,"$3,662,780 ","$937,745 ","$2,725,035 ","$1,519,034 ","$1,189,497 ","$329,537 ","$17,609 ",$0 ,"$39,959 ","$187,377 ",$0 ,"$46,517 ","$27,649 ","$10,426 ","$81,743 ",$700 ,$0 ,"$57,639 ","$49,893 ","$7,746 ","$23,404 ","$1,050,195 ","$925,004 ","$125,191 ","$8,189 ","$65,874 "
Utah,1995,"$4,016,733 ","$1,000,198 ","$3,016,535 ","$1,648,041 ","$1,293,784 ","$354,257 ","$18,002 ",$0 ,"$42,823 ","$202,705 ",$0 ,"$48,516 ","$28,491 ","$13,720 ","$99,123 ",$756 ,"$3,268 ","$57,411 ","$47,826 ","$9,585 ","$37,688 ","$1,171,446 ","$1,024,072 ","$147,374 ","$24,956 ","$72,969 "
Utah,1996,"$4,293,575 ","$1,008,092 ","$3,285,483 ","$1,786,530 ","$1,417,562 ","$368,968 ","$22,649 ",$0 ,"$42,139 ","$206,904 ",$0 ,"$52,743 ","$28,694 ","$15,839 ","$90,077 ",$785 ,"$3,413 ","$55,882 ","$46,964 ","$8,918 ","$29,997 ","$1,315,861 ","$1,139,080 ","$176,781 ","$8,326 ","$84,689 "
Utah,1997,"$4,677,396 ","$1,097,907 ","$3,579,489 ","$1,943,751 ","$1,545,108 ","$398,643 ","$20,404 ",$0 ,"$49,046 ","$216,992 ",$0 ,"$60,319 ","$31,922 ","$19,960 ","$93,005 ",$749 ,"$3,679 ","$57,360 ","$47,696 ","$9,664 ","$31,217 ","$1,433,132 ","$1,237,332 ","$195,800 ","$10,282 ","$99,319 "
Utah,1998,"$5,162,853 ","$1,183,153 ","$3,979,700 ","$2,166,709 ","$1,608,061 ","$558,648 ","$21,183 ",$0 ,"$76,866 ","$306,574 ",$0 ,"$74,074 ","$43,800 ","$36,151 ","$117,669 ",$749 ,"$1,435 ","$75,547 ","$69,917 ","$5,630 ","$39,938 ","$1,559,109 ","$1,374,525 ","$184,584 ","$25,417 ","$110,796 "
Utah,1999,"$5,468,796 ","$1,191,691 ","$4,277,105 ","$2,331,965 ","$1,763,936 ","$568,029 ","$22,610 ",$0 ,"$77,663 ","$312,711 ",$0 ,"$68,777 ","$50,459 ","$35,809 ","$138,113 ",$813 ,"$1,524 ","$83,940 ","$78,150 ","$5,790 ","$51,836 ","$1,641,440 ","$1,461,299 ","$180,141 ","$8,238 ","$157,349 "
Utah,2000,"$5,873,126 ","$1,303,192 ","$4,569,934 ","$2,430,055 ","$1,841,327 ","$588,728 ","$23,943 ",$0 ,"$82,872 ","$330,499 ",$0 ,"$64,638 ","$48,254 ","$38,522 ","$138,333 ",$822 ,"$1,328 ","$88,323 ","$80,260 ","$8,063 ","$47,860 ","$1,825,247 ","$1,651,448 ","$173,799 ","$64,559 ","$111,740 "
Utah,2002,"$6,026,142 ","$1,419,769 ","$4,606,373 ","$2,618,575 ","$1,970,374 ","$648,201 ","$26,080 ",$0 ,"$87,838 ","$336,411 ",$0 ,"$80,753 ","$50,994 ","$66,125 ","$147,640 ",$922 ,"$2,439 ","$94,866 ","$85,734 ","$9,132 ","$49,413 ","$1,716,299 ","$1,605,310 ","$110,989 ","$9,424 ","$114,435 "
Utah,2004,"$6,621,225 ","$1,668,988 ","$4,952,237 ","$2,770,235 ","$1,994,034 ","$776,201 ","$28,700 ",$0 ,"$106,776 ","$341,885 ",$0 ,"$104,878 ","$61,663 ","$132,299 ","$156,999 ","$1,147 ","$2,628 ","$102,035 ","$92,802 ","$9,233 ","$51,189 ","$1,837,040 ","$1,692,035 ","$145,005 ","$9,674 ","$178,289 "
Utah,2005,"$7,320,921 ","$1,792,458 ","$5,528,463 ","$3,017,459 ","$2,181,820 ","$835,639 ","$30,177 ",$0 ,"$119,705 ","$351,097 ",$0 ,"$133,125 ","$61,434 ","$140,101 ","$283,225 ","$1,775 ","$4,452 ","$115,636 ","$96,841 ","$18,795 ","$161,362 ","$2,115,542 ","$1,926,697 ","$188,845 ","$2,962 ","$109,275 "
Utah,2006,"$8,274,026 ","$1,867,714 ","$6,406,312 ","$3,315,036 ","$2,420,532 ","$894,504 ","$33,049 ",$0 ,"$120,119 ","$359,218 ",$0 ,"$134,579 ","$60,300 ","$187,239 ","$311,803 ","$2,183 ","$4,835 ","$123,663 ","$103,901 ","$19,762 ","$181,122 ","$2,625,607 ","$2,277,478 ","$348,129 ","$7,448 ","$146,418 "
Utah,2007,"$9,091,096 ","$2,036,242 ","$7,054,854 ","$3,484,020 ","$2,560,427 ","$923,593 ","$35,872 ",$0 ,"$123,665 ","$382,381 ",$0 ,"$149,265 ","$62,473 ","$169,937 ","$489,441 ","$1,842 ","$5,038 ","$313,931 ","$303,466 ","$10,465 ","$168,630 ","$2,959,895 ","$2,561,001 ","$398,894 ",$498 ,"$121,000 "
Utah,2008,"$9,371,665 ","$2,215,937 ","$7,155,728 ","$3,583,862 ","$2,612,849 ","$971,013 ","$39,697 ",$0 ,"$132,454 ","$377,261 ",$0 ,"$164,184 ","$62,246 ","$195,171 ","$467,709 ","$1,934 ","$3,633 ","$293,792 ","$280,189 ","$13,603 ","$168,350 ","$2,987,767 ","$2,593,129 ","$394,638 ",$95 ,"$116,295 "
Utah,2009,"$8,871,506 ","$2,465,967 ","$6,405,539 ","$3,295,733 ","$2,340,069 ","$955,664 ","$40,762 ",$0 ,"$132,214 ","$350,469 ",$0 ,"$168,498 ","$59,821 ","$203,900 ","$441,684 ","$1,891 ","$3,249 ","$271,164 ","$256,863 ","$14,301 ","$165,380 ","$2,565,512 ","$2,319,632 ","$245,880 ",$321 ,"$102,289 "
Utah,2010,"$8,661,944 ","$2,458,282 ","$6,203,662 ","$3,289,331 ","$2,229,401 ","$1,059,930 ","$41,260 ",$0 ,"$103,119 ","$351,449 ",$0 ,"$159,514 ","$58,676 ","$345,912 ","$473,274 ","$1,937 ","$3,581 ","$306,165 ","$292,359 ","$13,806 ","$161,591 ","$2,350,621 ","$2,104,641 ","$245,980 ",$61 ,"$90,375 "
Utah,2011,"$9,259,672 ","$2,692,217 ","$6,567,455 ","$3,528,624 ","$2,471,361 ","$1,057,263 ","$42,413 ",$0 ,"$96,338 ","$369,966 ",$0 ,"$162,800 ","$124,378 ","$261,368 ","$389,850 ","$1,936 ","$3,877 ","$170,638 ","$156,914 ","$13,724 ","$213,399 ","$2,545,881 ","$2,298,220 ","$247,661 ",$130 ,"$102,970 "
Utah,2012,"$9,604,201 ","$2,725,027 ","$6,879,174 ","$3,661,052 ","$2,490,796 ","$1,170,256 ","$45,823 ",$0 ,"$104,443 ","$372,212 ",$0 ,"$158,083 ","$123,988 ","$365,707 ","$368,404 ","$1,936 ",$547 ,"$173,468 ","$158,481 ","$14,987 ","$192,453 ","$2,725,073 ","$2,466,495 ","$258,578 ",$0 ,"$124,645 "
Utah,2013,"$10,212,468 ","$2,810,572 ","$7,401,896 ","$3,717,247 ","$2,533,245 ","$1,184,002 ","$48,228 ",$0 ,"$108,872 ","$373,242 ",$0 ,"$162,334 ","$120,472 ","$370,854 ","$376,497 ","$1,936 ",$490 ,"$180,271 ","$165,027 ","$15,244 ","$193,800 ","$3,182,772 ","$2,852,088 ","$330,684 ",$0 ,"$125,380 "
